Marca_Temporal,ID_Unico,Texto,Texto_Procesado,Longitud_Tokens,Emocion,Longitud_Texto
5/10/2024 19:40:06,ZO6GKY6S,"Tener que lidiar con trabajo mal hecho o mucha carga de trabajo, soportar el tráfico o una gran concentración de gente donde estoy","tener que lidiar con trabajo mal hecho o mucha carga de trabajo, soportar el tráfico o una gran concentración de gente donde estoy",24,Estrés,23
4/24/2024 11:24:06,8OVFX977,Cuando me hieren sentimentalmente,cuando me hieren sentimentalmente,6,Tristeza,4
4/23/2024 21:02:39,L2RH302J,"Es algo bastante amplio que se simboliza en distintos eventos que puedo tener en mi vidad,desde  cosas complejas como superar retos dificiles o mas sencillas como terminar de lavar mi ropa.","es algo bastante amplio que se simboliza en distintos eventos que puedo tener en mi vidad,desde cosas complejas como superar retos dificiles o mas sencillas como terminar de lavar mi ropa.",37,Felicidad,31
4/23/2024 20:30:08,XEDRH93Z,Cuando visito a mi familia y juego videojuegos con mis primos.,cuando visito a mi familia y juego videojuegos con mis primos.,13,Felicidad,11
5/1/2024 16:59:46,IRUH1G2Z,Vivir el momento,vivir el momento,3,Felicidad,3
5/9/2024 13:19:18,9NUZ5PKN,"Tener calma, buscar que solución se pude tener y a quien puede afectar ","tener calma, buscar que solución se pude tener y a quien puede afectar",14,Miedo,13
4/23/2024 19:48:07,MKZUPRJI, Paz y alegría ,paz y alegría,3,Felicidad,3
4/24/2024 11:39:35,XOF6KQ1G,Cuando no entiendo cosas de la carrera,cuando no entiendo cosas de la carrera,7,Tristeza,7
5/2/2024 1:19:32,6QCKW4ZX,"A veces trato de evitar esas situaciones 
O ignorando lo que pasa
Pero si no puedo ver la manera de solucionar la situación ",a veces trato de evitar esas situaciones o ignorando lo que pasa pero si no puedo ver la manera de solucionar la situación,24,Miedo,23
5/1/2024 23:34:11,XA5DPHB3,"Al principio me estresó , pero trato de tranquilizarme pq enfocarme en el problema no me ayudará ","al principio me estresó , pero trato de tranquilizarme porque enfocarme en el problema no me ayudará",21,Ira,17
4/23/2024 21:37:25,4SUVP1WR,"cuando pienso en el futuro, en el pasado o cuando veo algo con lo que me identifico y que me hace sentir fuerte o débil.","cuando pienso en el futuro, en el pasado o cuando veo algo con lo que me identifico y que me hace sentir fuerte o débil.",28,Tristeza,25
4/30/2024 11:00:56,NOQASZVA,"Cuando estoy con amigos, estudiando y entrenando taekwondo ","cuando estoy con amigos, estudiando y entrenando taekwondo",14,Felicidad,8
4/28/2024 17:44:49,43K4VHCP,"Todo el tiempo me siento cansado, sin ganas de hacer nada y en general desmotivado","todo el tiempo me siento cansado, sin ganas de hacer nada y en general desmotivado",19,Estrés,15
4/24/2024 16:25:34,945RIESS,Llorar.,llorar.,2,Miedo,1
5/3/2024 9:27:43,9OCOYQ5S,"Diría que el significado está en el camino que cada individuo recorre para encontrar su felicidad, ya que es subjetivo pero todos persiguen algún objetivo y en cada camino hay un universo de cosas que nos hacen felices ","diría que el significado está en el camino que cada individuo recorre para encontrar su felicidad, ya que es subjetivo pero todos persiguen algún objetivo y en cada camino hay un universo de cosas que nos hacen felices",40,Felicidad,38
4/29/2024 9:09:29,KFH9XJ94,Libertad financiera,libertad financiera,2,Felicidad,2
4/26/2024 11:14:18,83ECQ6P2,"siento que aplastan mi pecho, pierdo el apetito y mi estado de ánimo se vuelve volátil.","siento que aplastan mi pecho, pierdo el apetito y mi estado de ánimo se vuelve volátil.",20,Preocupación,16
4/23/2024 19:48:07,60S1CVNZ,Analizo la problemática y busco posibles soluciones a ella que no importa si llevan tiempo o trabajo con tal de ser las adecuadas,analizo la problemática y busco posibles soluciones a ella que no importa si llevan tiempo o trabajo con tal de ser las adecuadas,24,Miedo,23
5/9/2024 19:30:55,4L83S1WU,"Preocupación, intentar subsanar el daño para obtener la menor repercusión posible","preocupación, intentar subsanar el daño para obtener la menor repercusión posible",14,Ira,11
5/9/2024 13:11:23,K34YLW69,Sudor ,sudor,1,Preocupación,1
4/23/2024 19:48:07,EL85BQ8X,Intento solucionarlo lo más rápido posible,intento solucionarlo lo más rápido posible,7,Ira,6
5/16/2024 9:59:21,8MM32FBW,"Me enojo, y me estresó ","me enojo, y me estresó",8,Ira,5
4/29/2024 15:07:54,G1NFK78R,busco soluciones o pido ayuda,busco soluciones o pido ayuda,5,Ira,5
5/10/2024 15:00:27,XTINAGL2,Cuando tengo demasiado estrés o algún problema en mi entorno social y/o familiar que pudo ser causado por mi culpa.   ,cuando tengo demasiado estrés o algún problema en mi entorno social y/o familiar que pudo ser causado por mi culpa.,23,Tristeza,20
4/26/2024 14:18:29,GP42KD2C,Me pongo de mal humor y pierdo el enfoque.,me pongo de mal humor y pierdo el enfoque.,10,Ira,9
4/23/2024 21:27:00,3DA9WB82,Respirar y tomar un break,respirar y tomar un break,7,Miedo,5
4/30/2024 18:16:40,2WMZZ63C,El abismo de lo complicado que puede ser salir de mi estatus económico. Que cumplir ese sueño puede ser difícil y fracasar para volverme uno más del sistema.,el abismo de lo complicado que puede ser salir de mi estatus económico. que cumplir ese sueño puede ser difícil y fracasar para volverme uno más del sistema.,32,Tristeza,28
5/16/2024 0:29:08,QN6SP8W7,"Imaginar escenarios posibles ante cada situación, y elegir la que menos consecuencias malas llegué a presentar ","imaginar escenarios posibles ante cada situación, y elegir la que menos consecuencias malas llegué a presentar",17,Miedo,16
5/16/2024 17:16:08,V6MYHJGB,"Una persona, Nahary","una persona, nahary",6,Felicidad,3
4/23/2024 19:48:07,UJCL56SG,"Sudor, dolor de espalda y hombros, sed, hiperactividad","sudor, dolor de espalda y hombros, sed, hiperactividad",13,Preocupación,8
4/23/2024 21:05:33,FN2PCHS1,Al hacer algunas tareas largas,al hacer algunas tareas largas,5,Estrés,5
5/1/2024 21:34:58,J7YGJPIE,Buscar la solucion y no perder la calma ,buscar la solucion y no perder la calma,8,Ira,8
5/16/2024 9:12:26,KCXYQUUD,Cuando requiero realizar una tarea que no he realizado o en momentos de examenes,cuando requiero realizar una tarea que no he realizado o en momentos de examenes,16,Preocupación,14
5/16/2024 8:27:32,G2H8Q8RA,Mientras veo momentos emotivos en las redes sociales ,mientras veo momentos emotivos en las redes sociales,9,Tristeza,8
4/23/2024 19:48:07,60S1CVNZ,Al terminar el dia con la universidad ,al terminar el dia con la universidad,7,Estrés,7
5/9/2024 18:31:44,BQK35SUL,Sudar mucho,sudar mucho,3,Preocupación,2
5/17/2024 2:32:37,8TO1OH28,Cuando las cosas no salen como quiero,cuando las cosas no salen como quiero,7,Estrés,7
4/25/2024 21:18:09,A9SQ6NWO,"La felicidad para mi es aquella parte de la vida en la cual uno puede ser como es sin miedo a lo que pase, así como sin preocupaciones, mucha libertad y con personas que lo aprecian","la felicidad para mi es aquella parte de la vida en la cual uno puede ser como es sin miedo a lo que pase, así como sin preocupaciones, mucha libertad y con personas que lo aprecian",39,Felicidad,36
5/24/2024 11:34:36,KIBDSKF6,"Yo creo que para haber felicidad tiene que haber tristeza, sino un momento de felicidad no tendria el mismo valor, como yo lo veo es simplemente hacer lo que le gusta a uno sin afectar a los demas. Habran altibajos pero si uno se mantiene firme en sus convicciones las cosas resultaran bien.","yo creo que para haber felicidad tiene que haber tristeza, sino un momento de felicidad no tendria el mismo valor, como yo lo veo es simplemente hacer lo que le gusta a uno sin afectar a los demas. habran altibajos pero si uno se mantiene firme en sus convicciones las cosas resultaran bien.",63,Felicidad,53
4/25/2024 10:52:29,FZRWA0SY,"La felicidad es la tranquilidad de estar en paz consigo mismo, y disfrutar de los pequeños momentos de la vida , con las personas que uno quiere .","la felicidad es la tranquilidad de estar en paz consigo mismo, y disfrutar de los pequeños momentos de la vida , con las personas que uno quiere .",29,Felicidad,28
5/9/2024 19:30:55,4L83S1WU,"Confusión, dolor de cabeza, insomnio","confusión, dolor de cabeza, insomnio",9,Preocupación,5
4/26/2024 14:50:06,87RRAHBJ,"No me siento estresado ante eso, normalmente me encuentro calmado","no me siento estresado ante eso, normalmente me encuentro calmado",13,Ira,10
4/23/2024 20:13:28,U57VENCU,"me frustro, me estreso, me enojo","me frustro, me estreso, me enojo",11,Ira,6
5/15/2024 20:14:17,E4EGEZ1X,Al conseguir buenas calificaciones en la Universidad y al notar un progreso notorio en el deporte que practico.,al conseguir buenas calificaciones en la universidad y al notar un progreso notorio en el deporte que practico.,21,Felicidad,18
5/15/2024 20:43:29,DJWQSCW2,Cuando las cosas no resultan bien a mi favor o cómo yo quería o debían suceder. Incluso cuando algo me disgusta o desagrada en cualquier ámbito.,cuando las cosas no resultan bien a mi favor o cómo yo quería o debían suceder. incluso cuando algo me disgusta o desagrada en cualquier ámbito.,30,Estrés,26
4/25/2024 21:18:09,A9SQ6NWO,"Al estar bajo mucho estrés, recordar momentos ","al estar bajo mucho estrés, recordar momentos",8,Tristeza,7
4/23/2024 19:48:07,B2KUCT4P,En semanas de evaluaciones o para hacer tramites,en semanas de evaluaciones o para hacer tramites,9,Estrés,8
4/23/2024 19:48:07,0FQMQ0V1,No he prestado atencion a eso,no he prestado atencion a eso,7,Preocupación,6
4/23/2024 21:27:00,3DA9WB82,Seguir el camino de lo que te apasiona,seguir el camino de lo que te apasiona,9,Felicidad,8
4/29/2024 13:53:27,R5NND2PJ,En situaciones donde no puedo hacer nada al respecto y siento miedo ,en situaciones donde no puedo hacer nada al respecto y siento miedo,12,Tristeza,12
4/24/2024 11:53:22,HGX6HZA2,"Mayormente por pensar en mi futuro y tratar de conseguir mis metas, es lo que a veces me llena de frustración","mayormente por pensar en mi futuro y tratar de conseguir mis metas, es lo que a veces me llena de frustración",22,Estrés,21
5/10/2024 15:00:27,XTINAGL2,Cuando tengo demasiado estrés o algún problema en mi entorno social y/o familiar que pudo ser causado por mi culpa.   ,cuando tengo demasiado estrés o algún problema en mi entorno social y/o familiar que pudo ser causado por mi culpa.,23,Tristeza,20
5/9/2024 16:15:48,9OS9PHYF, Ver a mi familia envejecer ,ver a mi familia envejecer,6,Tristeza,5
4/23/2024 19:48:07,B2KUCT4P,Felicidad es cuando sientes una paz en ti ,felicidad es cuando sientes una paz en ti,8,Felicidad,8
4/30/2024 21:04:57,7CTEOZ0B,"Me frustraría un poco pero, buscaría la manera de como remediar el incidente tan rápido como se pueda.","me frustraría un poco pero, buscaría la manera de como remediar el incidente tan rápido como se pueda.",23,Ira,18
4/25/2024 18:06:23,W8897XTA,Dolor de cabeza ,dolor de cabeza,3,Preocupación,3
4/30/2024 13:35:25,N9JIRQ1R,Casi siempre. Tengo problemas de sueño ,casi siempre. tengo problemas de sueño,7,Estrés,6
4/30/2024 0:30:58,ZYO6EKLW,"Ver todas mis opciones, pensar en los pro y contra que cada una me traerá y pensar en la opción con la que más cómoda me voy a sentir y después la tomo","ver todas mis opciones, pensar en los pro y contra que cada una me traerá y pensar en la opción con la que más cómoda me voy a sentir y después la tomo",34,Miedo,33
4/29/2024 14:03:24,S62P3R06,"Cuando se me hace tarde para llegar a algún lugar, cuando no encuentro solución a algunos problemas, en ciertas situaciones sobre mi futuro","cuando se me hace tarde para llegar a algún lugar, cuando no encuentro solución a algunos problemas, en ciertas situaciones sobre mi futuro",25,Preocupación,23
5/3/2024 9:27:43,9OCOYQ5S,"Cuando tengo algún pendiente, como realizar algo en casa, tarea o algún compromiso, provoca que me sienta preocupado al no tener aún completada esa actividad","cuando tengo algún pendiente, como realizar algo en casa, tarea o algún compromiso, provoca que me sienta preocupado al no tener aún completada esa actividad",29,Preocupación,25
5/16/2024 13:54:46,CKOKU9P4,Al desvamelarme frecuentemente o algunos proyectos de la universidad ,al desvamelarme frecuentemente o algunos proyectos de la universidad,12,Estrés,9
4/29/2024 16:31:34,TW29QEAI,Durante jornadas de trabajo muy largas y extenuantes ,durante jornadas de trabajo muy largas y extenuantes,10,Tristeza,8
4/24/2024 14:34:04,POQ9TK13,Cuando salgo solo ,cuando salgo solo,3,Felicidad,3
4/30/2024 14:30:58,RVJ6EPRG,Con enojo pero siempre tratando de resolver ya que siempre tengo un segundo plan ,con enojo pero siempre tratando de resolver ya que siempre tengo un segundo plan,15,Ira,14
4/24/2024 23:33:27,2ON6FVSH,Haciendo tareas,haciendo tareas,2,Estrés,2
4/24/2024 18:27:11,S1Z2D8M2,Ninguna,ninguna,1,Felicidad,1
4/24/2024 11:28:12,T38J7JB4,RUPTURA,ruptura,1,Tristeza,1
4/24/2024 23:33:27,2ON6FVSH,Pensando en mi ansiedad,pensando en mi ansiedad,4,Tristeza,4
4/26/2024 13:54:03,19NLQDKA,Mmm si son situaciones así de pequeñas como olvidar las llaves no le daría mucha importancia ,mmm si son situaciones así de pequeñas como olvidar las llaves no le daría mucha importancia,17,Ira,16
4/25/2024 13:31:22,0WK1Q15C,"pienso en alguna solucion, y en caso de que no este en mis manos, pido ayuda. ","pienso en alguna solucion, y en caso de que no este en mis manos, pido ayuda.",19,Miedo,16
5/15/2024 23:23:27,5GRMSXOF,"En las tardes o los fines de semana, duermo hasta muy tarde ","en las tardes o los fines de semana, duermo hasta muy tarde",13,Estrés,12
4/26/2024 17:05:18,25DC2F4Q,Que la felicidad proviene de uno mismo y del significado que se le das a las pequeñas cosas o actividades que te llenan el alma,que la felicidad proviene de uno mismo y del significado que se le das a las pequeñas cosas o actividades que te llenan el alma,26,Felicidad,25
5/9/2024 14:27:31,7QQDXHQ7,"En la escuela mayormente como he dicho con anterioridad. Siempre me preocupo por entregar las cosas a tiempo y de entregarlo lo mejor que pueda. Aunque también me estreso cuando veo fútbol y cuando mis equipos juegan partidos importantes, sí me pongo bastante nervioso.","en la escuela mayormente como he dicho con anterioridad. siempre me preocupo por entregar las cosas a tiempo y de entregarlo lo mejor que pueda. aunque también me estreso cuando veo fútbol y cuando mis equipos juegan partidos importantes, sí me pongo bastante nervioso.",50,Estrés,44
4/30/2024 21:04:57,7CTEOZ0B,"No eh tenido ganas de llorar pero, las situaciones que me hacen sentir triste o nostálgico son el recordar momentos y experiencias que no tuvieron un buen desenlace.","no eh tenido ganas de llorar pero, las situaciones que me hacen sentir triste o nostálgico son el recordar momentos y experiencias que no tuvieron un buen desenlace.",34,Tristeza,28
5/10/2024 16:27:26,90SG09DL,Caundo no obtengo los resultados que esperaba pero principalmente cuando intencionalmente entro a las redes sociales y realizo esa comparacion entre los demas y conmingo,caundo no obtengo los resultados que esperaba pero principalmente cuando intencionalmente entro a las redes sociales y realizo esa comparacion entre los demas y conmingo,33,Tristeza,25
5/16/2024 13:11:17,ZT2GVR76,"Identifica y evalúa alternativas, considera consecuencias, consulta opiniones con otras personas, tomar una decisión.","identifica y evalúa alternativas, considera consecuencias, consulta opiniones con otras personas, tomar una decisión.",19,Miedo,14
