Marca_Temporal,ID_Unico,Texto,Texto_Procesado,Longitud_Tokens,Emocion
4/26/2024 13:22:06,STTZ7KC4,Cuando no hay estrés escolar y cuando me recreo,Cuando no hay estrés escolar y cuando me recreo,12,Felicidad
4/26/2024 13:24:46,BNMM9UFQ,Salir con amigos,Salir con amigos,4,Felicidad
4/26/2024 13:25:21,TA1NU1V7,El aguinaldo,El aguinaldo,4,Felicidad
4/26/2024 13:25:59,UGTBZ7P3,Laboralmente ,Laboralmente,2,Felicidad
4/26/2024 13:40:10,SOQQDFEW,Al ver a mi familia y A mis amigos felices ,Al ver a mi familia y A mis amigos felices,11,Felicidad
4/26/2024 13:49:23,0A63PM6K,"Cuando estoy con mi novia, cuando me está yendo bien en la universidad, cuando entiendo todo lo nuevo que vi en la universidad, cuando estoy con mis amigos y pasando tiempo con mi familia. ","Cuando estoy con mi novia, cuando me está yendo bien en la universidad, cuando entiendo todo lo nuevo que vi en la universidad, cuando estoy con mis amigos y pasando tiempo con mi familia.",42,Felicidad
4/26/2024 13:50:36,X0GVR7CK,Hacer un bien a otros,Hacer un bien a otros,6,Felicidad
4/26/2024 13:54:03,19NLQDKA,"Pues cuando estoy con las personas que quiero como mi familia o mi novio me siento muy feliz, simplemente estar con ellos me causa felicidad ","Pues cuando estoy con las personas que quiero como mi familia o mi novio me siento muy feliz, simplemente estar con ellos me causa felicidad",33,Felicidad
4/26/2024 13:57:41,2E2IMZRO,Cuando salgo con mis amigos o cuando platico entre clases con compañeros de la facultad,Cuando salgo con mis amigos o cuando platico entre clases con compañeros de la facultad,19,Felicidad
4/26/2024 14:10:39,21X2D6PW,Cuando aprendo algo nuevo.,Cuando aprendo algo nuevo.,6,Felicidad
4/26/2024 14:18:29,GP42KD2C,Cuando me dan noticias.,Cuando me dan noticias.,5,Felicidad
4/26/2024 14:32:36,27WD6UH2,Cuando me reúno con mis amigos y pasamos el rato,Cuando me reúno con mis amigos y pasamos el rato,14,Felicidad
4/26/2024 14:33:09,4TF29YIO,Algunas veces cuando estoy con mi familia o amigos hablando o practicando deporte ,Algunas veces cuando estoy con mi familia o amigos hablando o practicando deporte,17,Felicidad
4/26/2024 14:35:23,UZNBAHRB,Buena ,Buena,1,Felicidad
4/26/2024 14:50:06,87RRAHBJ,"Cuando no estoy en casa, cuando estoy viendo series y caricaturas o escuchando música, cuando no hay ruido a mi alrededor, cuando estoy con mi amiga","Cuando no estoy en casa, cuando estoy viendo series y caricaturas o escuchando música, cuando no hay ruido a mi alrededor, cuando estoy con mi amiga",38,Felicidad
4/26/2024 15:01:39,EYYTA3LD,Ninguna,Ninguna,3,Felicidad
4/26/2024 15:35:25,W49IM590,"* cuando veo a mi niña tan grande, independendiente e inteligente","* cuando veo a mi niña tan grande, independendiente e inteligente",18,Felicidad
4/26/2024 16:54:59,7HKJBSVI,En ninguna,En ninguna,2,Felicidad
4/26/2024 16:57:51,41U4SDTP,Jugando/Platicando con mis amigos,Jugando/Platicando con mis amigos,9,Felicidad
4/26/2024 17:05:18,25DC2F4Q,Cada que escucho música o veo una banda vivo,Cada que escucho música o veo una banda vivo,12,Felicidad
4/26/2024 17:07:40,PPI1SV0E,Conviviendo con mis amistades,Conviviendo con mis amistades,7,Felicidad
4/26/2024 18:22:59,KQGSATHF,Cuando obtengo un logro o estoy con mis amigos,Cuando obtengo un logro o estoy con mis amigos,13,Felicidad
4/26/2024 20:27:53,3ZF411GH,Al pasar momentos de juego o platicas con amigos o familia ,Al pasar momentos de juego o platicas con amigos o familia,12,Felicidad
4/28/2024 12:04:28,5CYE0BRU,Cuando estoy con amigos y familia ,Cuando estoy con amigos y familia,7,Felicidad
4/28/2024 17:44:49,43K4VHCP,"últimamente he sentido alegría únicamente cuando estoy de fiesta con mis amigos, cuando ando bajo los efectos del alcohol","últimamente he sentido alegría únicamente cuando estoy de fiesta con mis amigos, cuando ando bajo los efectos del alcohol",25,Felicidad
4/28/2024 22:35:59,FA8HZ0ZJ,"Al cumplir mis metas, convivir con familia y amigos","Al cumplir mis metas, convivir con familia y amigos",13,Felicidad
4/29/2024 9:09:29,KFH9XJ94,Cuando voy al cine,Cuando voy al cine,5,Felicidad
4/29/2024 13:24:37,7I9KZQ70,"Momentos libres, antes de dormir, cuando me distraigo, compartiendo momentos con seres queridos.","Momentos libres, antes de dormir, cuando me distraigo, compartiendo momentos con seres queridos.",24,Felicidad
4/29/2024 13:26:44,TBIDV696,"Cuando estoy con mis amigos, pareja y cuando como.","Cuando estoy con mis amigos, pareja y cuando como.",12,Felicidad
4/29/2024 13:30:35,BR14PE8E,En eventos dentro de la universidad,En eventos dentro de la universidad,6,Felicidad
4/29/2024 13:31:46,PRUNGY5A,En convivencia con la familia ,En convivencia con la familia,6,Felicidad
4/29/2024 13:39:07,WHUIDLRU,"En situaciones que me hacen sentir satisfecho con mi progreso en cualquier ámbito como puede ser ejercitarme , jugar videojuegos ,cocinar, pasar tiempo con mi novia","En situaciones que me hacen sentir satisfecho con mi progreso en cualquier ámbito como puede ser ejercitarme , jugar videojuegos ,cocinar, pasar tiempo con mi novia",37,Felicidad
4/29/2024 13:40:04,442SR3BQ,Cuando paso más tiempo con mis amigos entre los recesos de cada clase ,Cuando paso más tiempo con mis amigos entre los recesos de cada clase,14,Felicidad
4/29/2024 13:53:27,R5NND2PJ,Cuando logro satisfactoriamente mis objetivos ,Cuando logro satisfactoriamente mis objetivos,11,Felicidad
4/29/2024 14:03:24,S62P3R06,"Al estar con mis amigos, al final de mi jornada laboral, mientras leo ","Al estar con mis amigos, al final de mi jornada laboral, mientras leo",16,Felicidad
4/29/2024 14:05:35,VBGGGTXX,"Conviviendo con mi familia y amigas, también haciendo cosas que me gustan ","Conviviendo con mi familia y amigas, también haciendo cosas que me gustan",17,Felicidad
4/29/2024 14:21:13,YO9QP9GQ,cuando estoy con mi familia,cuando estoy con mi familia,6,Felicidad
4/29/2024 14:21:52,TIRMAXIL,"Debido a que soy foránea, me siento alegre cuando llego a mi casa y estoy con mi prima y mis amigas.","Debido a que soy foránea, me siento alegre cuando llego a mi casa y estoy con mi prima y mis amigas.",30,Felicidad
4/29/2024 14:36:58,X939VKYG,Tengo una hija y el hecho de que pueda estudiar y estar con ella gracias a que mi mamá y hermanas me ayudan a cuidarla me hace sentir alegre por poder continuar y ver a mi hija ,Tengo una hija y el hecho de que pueda estudiar y estar con ella gracias a que mi mamá y hermanas me ayudan a cuidarla me hace sentir alegre por poder continuar y ver a mi hija,44,Felicidad
4/29/2024 14:50:49,EE1OP684,Viendo deportes ,Viendo deportes,3,Felicidad
4/29/2024 15:07:54,G1NFK78R,jugando o estando con amigas,jugando o estando con amigas,6,Felicidad
4/29/2024 16:31:34,TW29QEAI,Cuando visito a mi familia y a mi novio ,Cuando visito a mi familia y a mi novio,11,Felicidad
4/29/2024 18:47:56,EC28OB0I,Cuando estoy con mi novio ,Cuando estoy con mi novio,7,Felicidad
4/29/2024 23:14:46,YWDANKQ3,Cuando compro cosas y comida ,Cuando compro cosas y comida,6,Felicidad
4/30/2024 0:22:30,41GHNML3,Con amigos ,Con amigos,2,Felicidad
4/30/2024 0:30:58,ZYO6EKLW,"Viendo a personas que quiero, cuando compro las cosas que me gustan ","Viendo a personas que quiero, cuando compro las cosas que me gustan",17,Felicidad
4/30/2024 8:38:45,WLSM1SUM,Cuando duermo ,Cuando duermo,3,Felicidad
4/30/2024 10:44:29,7RSZOAWX,"Cuando juego juegos de mesa con mi mejor amigo, cuando salgo con mis hermanos vamos a jugar billar, en un trabajo que entregue me subieron de calificación, cuando vamos a jugar mis amigos y yo Xbox, cuando echo chismesito con mi mami, cuando platico con mi mejor amiga","Cuando juego juegos de mesa con mi mejor amigo, cuando salgo con mis hermanos vamos a jugar billar, en un trabajo que entregue me subieron de calificación, cuando vamos a jugar mis amigos y yo Xbox, cuando echo chismesito con mi mami, cuando platico con mi mejor amiga",65,Felicidad
4/30/2024 11:00:56,NOQASZVA,"Cuando estoy con amigos, estudiando y entrenando taekwondo ","Cuando estoy con amigos, estudiando y entrenando taekwondo",13,Felicidad
4/30/2024 13:35:25,N9JIRQ1R,Al conseguir logros o aprender cosas nuevas,Al conseguir logros o aprender cosas nuevas,8,Felicidad
4/30/2024 14:30:58,RVJ6EPRG,Jugando fútbol y conviviendo con la persona que me gusta ,Jugando fútbol y conviviendo con la persona que me gusta,14,Felicidad
4/30/2024 18:16:40,2WMZZ63C,"Al cumplir alguna tarea, ver a mi hermano, mi madre ","Al cumplir alguna tarea, ver a mi hermano, mi madre",12,Felicidad
4/30/2024 18:38:14,53710675,Cuando estoy con mi familia y amigos,Cuando estoy con mi familia y amigos,8,Felicidad
4/30/2024 21:04:57,7CTEOZ0B,La mayor parte de mi tiempo estoy alegre.,La mayor parte de mi tiempo estoy alegre.,11,Felicidad
5/1/2024 8:23:10,RJYNX3WD,Cuando hago música ,Cuando hago música,4,Felicidad
5/1/2024 16:59:46,IRUH1G2Z,"Cuando hablo por videollamada con mi familia, cuando veo a mis amigos, cuando juego futbol ","Cuando hablo por videollamada con mi familia, cuando veo a mis amigos, cuando juego futbol",21,Felicidad
5/1/2024 20:39:05,IYJTK4UN,No he sentido alegría,No he sentido alegría,6,Felicidad
5/1/2024 21:34:58,J7YGJPIE,"General mente cuando estoy con familia, amigos o cuando acabo una actividad escolar pendiente.","General mente cuando estoy con familia, amigos o cuando acabo una actividad escolar pendiente.",20,Felicidad
5/1/2024 23:34:11,XA5DPHB3,"Cuando voy a eventos relacionados con mi carrera y en donde conozco mucha gente 
Jugando volley con el equipo de mi universidad , me libera mucho 
Visitando a mi familia ya que soy foranea","Cuando voy a eventos relacionados con mi carrera y en donde conozco mucha gente Jugando volley con el equipo de mi universidad , me libera mucho Visitando a mi familia ya que soy foranea",41,Felicidad
5/2/2024 1:19:32,6QCKW4ZX,Mi cumpleaños con amigos y familiares ,Mi cumpleaños con amigos y familiares,9,Felicidad
5/2/2024 18:33:09,BHZT40UO,"He sentido alegría últimamente con cosas que parecieran ser sencillas, como lo es ver alguna película o serie con mi hermano, comer la comida que prepara mi mamá (ya que actualmente me encuentro estudiando lejos de mi lugar de origen, así que no suelo ir seguido por temas económicos), escuchar música y cantarla, platicar con mis amigos de cualquier cosa y que todo sean risas, esas situaciones son las que me dan alegría últimamente.","He sentido alegría últimamente con cosas que parecieran ser sencillas, como lo es ver alguna película o serie con mi hermano, comer la comida que prepara mi mamá (ya que actualmente me encuentro estudiando lejos de mi lugar de origen, así que no suelo ir seguido por temas económicos), escuchar música y cantarla, platicar con mis amigos de cualquier cosa y que todo sean risas, esas situaciones son las que me dan alegría últimamente.",102,Felicidad
5/2/2024 23:42:40,Q8HPCRF0,"Cuando termino un deber o tarea, cuando estoy en compañía de amigos o personas que aprecio.","Cuando termino un deber o tarea, cuando estoy en compañía de amigos o personas que aprecio.",22,Felicidad
5/3/2024 9:27:43,9OCOYQ5S,"En situaciones las cuales involucren éxito en alguna actividad, en términos generales podría incluir recientemente la entrega de actividades evaluatorias y tareas","En situaciones las cuales involucren éxito en alguna actividad, en términos generales podría incluir recientemente la entrega de actividades evaluatorias y tareas",29,Felicidad
5/3/2024 16:49:43,,"Cuando veo a mi gato, comer, pasar tiempo con amigos, ver películas ","Cuando veo a mi gato, comer, pasar tiempo con amigos, ver películas",17,Felicidad
5/3/2024 16:49:47,UBXXESOE,Cuando salgo con mi familia.,Cuando salgo con mi familia.,7,Felicidad
5/7/2024 16:14:01,DLCOTDB3,"Cuando convivo con mis amigos, con mi pareja sentimental, y cuando","Cuando convivo con mis amigos, con mi pareja sentimental, y cuando",16,Felicidad
5/7/2024 17:52:41,73E51Z9Y,Cuando reconocen y valoran el buen trabajo que hago ,Cuando reconocen y valoran el buen trabajo que hago,13,Felicidad
5/8/2024 0:16:33,NZNKVJN5,Logros profesionales: Me contrataron donde estaba haciendo prácticas ,Logros profesionales: Me contrataron donde estaba haciendo prácticas,12,Felicidad
5/9/2024 13:11:23,K34YLW69,Saliendo con mis amigos,Saliendo con mis amigos,5,Felicidad
5/9/2024 13:19:18,9NUZ5PKN,"Al obtener algún logro, o sentirme Agusto con alguien ","Al obtener algún logro, o sentirme Agusto con alguien",14,Felicidad
5/9/2024 13:20:19,QXWPZ23V,"Cuando veo a mi novia reírse, cuando veo a mis hermanos, cuando veo a mis papás sentados viendo la tele, cuando gano en un videojuego o saco a pasear a mi perro y lo veo revolcarse en el pasto","Cuando veo a mi novia reírse, cuando veo a mis hermanos, cuando veo a mis papás sentados viendo la tele, cuando gano en un videojuego o saco a pasear a mi perro y lo veo revolcarse en el pasto",59,Felicidad
5/9/2024 13:26:41,97RWBCRJ,"-cuando estoy con mi familia y mi novia, -cuando me felicitan por hacer alguna tarea bien, - por ver el proceso de crear algo por mí mismo ","-cuando estoy con mi familia y mi novia, -cuando me felicitan por hacer alguna tarea bien, - por ver el proceso de crear algo por mí mismo",34,Felicidad
5/9/2024 13:37:30,G63ZMG4B,En recreativas o juegos didacticos,En recreativas o juegos didacticos,9,Felicidad
5/9/2024 13:48:45,GL74ZXRL,"cuando estoy con mi familia
cuando juego futbol",cuando estoy con mi familia cuando juego futbol,9,Felicidad
5/9/2024 14:22:33,VXWOTMTO,Al cumplir mis objetivos diarios,Al cumplir mis objetivos diarios,6,Felicidad
5/9/2024 14:27:31,7QQDXHQ7,"Cuando hago lo que disfruto, como jugar videojuegos o ver alguna película o alguna serie. ","Cuando hago lo que disfruto, como jugar videojuegos o ver alguna película o alguna serie.",21,Felicidad
5/9/2024 14:34:45,WW1GHWY1,Últimamente me he sentido muy alegre ,Últimamente me he sentido muy alegre,10,Felicidad
5/9/2024 14:35:17,4F5JZDBC,Al llegar a casa,Al llegar a casa,4,Felicidad
5/9/2024 16:15:48,9OS9PHYF,Jugando futbol,Jugando futbol,3,Felicidad
5/9/2024 17:35:34,16RK386Y,Cuando todo me sale bien en la Universidad ,Cuando todo me sale bien en la Universidad,8,Felicidad
5/9/2024 18:29:23,1RKPWNBF,Cuando termino mis tareas pendientes y me siento libre. ,Cuando termino mis tareas pendientes y me siento libre.,14,Felicidad
5/9/2024 18:31:44,BQK35SUL,Estando con mi pareja,Estando con mi pareja,5,Felicidad
5/9/2024 18:46:39,3G5WW5TD,"Cuando me salen mis prácticas para entregar de la Universidad, cuando termino de entrenar y cuando estoy con mis amigos ","Cuando me salen mis prácticas para entregar de la Universidad, cuando termino de entrenar y cuando estoy con mis amigos",26,Felicidad
5/9/2024 19:30:55,4L83S1WU,"Estar en compañía de mis amigos, realizando algún pasatiempo, estando con mi familia","Estar en compañía de mis amigos, realizando algún pasatiempo, estando con mi familia",18,Felicidad
5/9/2024 22:04:15,1OGWU084,"Me siento feliz cuando estoy acompañado de familiares y amigos, cuando realizamos un plan de salida o la pasamos bien platicando.","Me siento feliz cuando estoy acompañado de familiares y amigos, cuando realizamos un plan de salida o la pasamos bien platicando.",29,Felicidad
5/10/2024 13:59:01,IPYENR3M,"Cuando estoy con pareja, con mis amigos, bailando o cuando estoy jugando juegos de mesa con mi familia.","Cuando estoy con pareja, con mis amigos, bailando o cuando estoy jugando juegos de mesa con mi familia.",24,Felicidad
5/10/2024 15:00:27,XTINAGL2,"Jugar videojuegos, estar con amigos y leer poesía en plenitud.","Jugar videojuegos, estar con amigos y leer poesía en plenitud.",16,Felicidad
5/10/2024 15:20:56,PJEM9DJR,Cuando me abrazan,Cuando me abrazan,5,Felicidad
5/10/2024 16:27:26,90SG09DL,"En situaciones de comvivenvia con amigos, al obtener buenos resultados en la escuela , al lograr algunas actividades o metas personales","En situaciones de comvivenvia con amigos, al obtener buenos resultados en la escuela , al lograr algunas actividades o metas personales",27,Felicidad
