Texto_Procesado,Emocion
"Cuando salgo en las tardes a rodar en la bici, cuando preparo mi comida, cuando veo alguna película en el cine, cuando compro algo que quería, cuandin escucho ciertas canciones, cuando puedo apoyar a un amigo con algo",1
Cuando me faltan pendientes por hacer y se acerca la fecha,4
"Cuando reviso mi cartera o mi estado de cuenta, ya que no sé si me alcanzará lo que tengo para suplir mis gastos",4
"Me molesto, no pasa a más, comprendo qué hay cosas fuera de mi control, no me culpo por las consecuencias. Procuro resolverlo pronto",2
Siento como si tuviera frío en el estómago se hacen presente cuando me ponga a pensar en como piensa de mi las demás personas o empiezo a pensar en muchos riesgos de las situaciones en mi vida disria,4
"La felicidad es un sentimiento creado a partir de situaciones que estimulan nuestro cerebro, desde mi punto de vista, la felicidad es el producto de eventos que resultan placenteros y despiertan interés en nosotros. Además la felicidad es subjetiva, un Niño pequeño puede ser feliz al recibir un dulce, mientras que alguien con más años de vida puede resultarle difícil encontrar la felicidad en cosas tan pequeñas como esa.",1
"Siento que el mundo se viene encima, que todo lo malo me pasa a mi, me dan ganas de llorar, me siento cansado y frustrado",2
"Cuando me levanto temprano, cuando voy a otro lado además de a la universidad",0
Evaluar las ventajas y desventajas de mis posibles opciones y elegir respecto a eso,3
"En la escuela mayormente como he dicho con anterioridad. Siempre me preocupo por entregar las cosas a tiempo y de entregarlo lo mejor que pueda. Aunque también me estreso cuando veo fútbol y cuando mis equipos juegan partidos importantes, sí me pongo bastante nervioso.",0
"Cuando siento frustración por dificultades de la vida (trabajo, tareas o proyectos escolares, cortos tiempos de entrega)",5
"Las preocupaciones de mi día a día seria de que qué me voy a hacer de comer, las tareas que me asignaron o exámenes que tendré, al igual de que si vaya o no aprobar alguna materia",4
"Análisis, posibles resultados y ejecución",3
"Cuando los trabajos están cerca de la fecha de vencimiento, cuando busco ayuda para resolver dudas y no hay respuesta alguna, y cuando económicamente no me doy abasto con algún gasto",4
Semana de exámenes o cuando no me sale nada,0
Me preocupan los proyectos y exámenes que vaya a tener ese día.,4
"Es cuando te sientes en paz, cuando te sientes libre sin importar el contexto, cuando haces cosas divertidas inconscientemente porque estás feliz, cuando, cuando recuerdas esos momentos y sacas una sonrisa, sabes que en ese momento fuiste feliz y al recordarlo te saca una sonrisa",1
Talvez los momentos donde puedes ser tu mismo sin filtros ni máscaras,1
Cuando estoy con mi familia,1
Tomo la que no afecte de forma,3
Cuando estoy pasando tiempo con mi familia o amigos,1
Bastante enojo y coraje con tics nerviosos,4
Respiración rápida Escalofríos,4
Sí es algo que no considero muy importante o urgente no le doy mucha importancia pero si es importante o es urgente entonces busco rápidamente alguna solución pero sino encuentro ninguna dependiendo de qué tanta importancia o que tan urgente sea entonces es probable que me sienta impotente y triste.,2
"yo soy una persona creyente, por lo que primero lo oraría a Dios y consultaría después con personas sabias que quieren mi bien como mis padres, abuelos, etc.",3
"Cuando estoy solo, cuando me dicen algo que me haga sentir mal, recordando cosas del pasado.",5
Cuando estoy realizando una tarea escolar y me frustro por no poder completarla satisfactoriamente.,5
Encontrar un propósito para vivir,1
"Cuando me agobia la escuela, pensar en el futuro.",5
"últimamente he sentido alegría únicamente cuando estoy de fiesta con mis amigos, cuando ando bajo los efectos del alcohol",1
"Cosquilleo en todo el cuerpo,dolor de ojos",4
Cuando terminó una tarea difícil. Cuando estoy con mi familia o mis amigos.,1
Pensar en cómo resolverla,3
"Cuando estoy con amigos, termino un proyecto, encuentro un proyecto de materias que me gustan",1
Para mí la felicidad es poder estar con mi hija mi esposo mi familia saber que cuento con ellos que a pesar de todas las circunstancias siempre están para mí apoyándome incondicionalmente.,1
"Ritmo cardíaco más elevado, me tiemblan las manos",4
"Después de la última semana se evaluación en la uni e ir al servicio. Toda la semana porque aparte de estudiar, soy ama de casa, mamá y estoy realizando mi servicio social por las tardes.",0
En ninguna,1
"Aceptar la situación tal y como es, y evaluar mis opciones para tomar una decisión.",2
"La mayoria de los dias. Si las dos semanas son 14 días, me he sentido cansada 10 dias.",0
Al cumplir mis objetivos diarios,1
"Cuando estoy en exámenes, evaluaciones, o cuando se me juntan las tareas de la escuela junto con problemas y discusiones que pueden haber en casa.",0
Justo hoy por la organización de un vengo muy grande en mi centro de trabajo,0
"Cuando las cosas no salen como yo quiero, por ejemplo, si no he tenido una buena nota en mus clases.",5
Fatiga y tristeza,4
Pensando en mi posible deficiencia como profesionista,5
"Trato de calmarme, de pensar las cosas y buscar soluciones, o expresarlo con las personas más allegadas a mi",3
Cuando regreso de la escuela,0
"En la mañana al iniciar mis tareas y en las tardes al salir de clases, con cada día más carga.",4
La felicidad es el sentirse pleno y autosuficiente con uno mismo,1
Pensar en las consecuencias y beneficios que tendra esa acción y que seguira despues de eso.,3
Al finalizar el día,0
Cuando paso mucho tiempo en la computadora,0
insomnio,4
Me pongo a pensar en que es lo que harían mis héroes,3
Lo llego a platicar o analizar cuando llego a requerir un consejo y lo afronto después,3
escalofrío y sudor,4
Casi siempre,0
"Cuando veo a mi novia reírse, cuando veo a mis hermanos, cuando veo a mis papás sentados viendo la tele, cuando gano en un videojuego o saco a pasear a mi perro y lo veo revolcarse en el pasto",1
1. Analizar la situación en todos los ángulos 2. Escoger las tres mejores soluciones que se me ocurran 3. Analizar las posibles consecuencias de cada solución 4. Escoger la que mejor me parezca,3
"Creo que al momento de estar relajado con amigos, y al llegar a casa",1
Principalmente en las mañanas como si no hubiera descansado absolutamente nada o como si el dia anterior hubiera tenido mucho por hacer,0
Cuando se da la ocasión me siento distraído,4
Cuando tengo que revisar mi agenda del día siguiente,4
Me desespero,4
Estando con mis amigos,1
Cuando las cosas no me salen,0
Evaluar cada una de las opciones y escoger la que mejor me convenga dependiendo el caso,3
Al principio siento un poco de ansiedad pero luego se me quitan esas preocupaciones,2
Cuando las cosas salen bien,1
Casi siempre,0
Cuando personas ajenas quieren usar mi tiempo,0
"Al pasar tiempo con mi familia y amigos, esto me permite sentirme en un espacio seguro, lo cuál traduzco a seguridad y confianza; de igual manera el lograr completar un reto que se me presente o me proponga a mi mismo, ambas situaciones engloban una sensación de alegría y satisfacción durante estos días.",1
Valorar la situación,3
Ver a mi familia envejecer,5
"Evaluó el entorno a esa decisión, se la platicó a alguien más para que me de su punto de vista y si me conviene, la tomo.",3
"Cuando se me junta mucho trabajo de la universidad, cuando mis padres me molestan con sus comentarios, cuando me molestan a propósito, cuando yo ayudo a las personas pero cuando necesito de ellos no están para mí.",0
"Injusticias, situaciones de hipocresía, faltas de respeto y/o atención",0
"Tratar de no estar nerviosa y tener la mente clara y no sobre pensar, algunas veces pedir ayuda o un consejo",3
"Analizo las opciones y sus consecuencias y basado en eso tomo una decision, en cual es mas conveniente para mi",3
En las mañanas,4
Sentirme bien conmigo mismos y con los que me rodean,1
Sudoración en las manos y dolor de cabeza,4
Cuando no me salen las cosas.,0
Cuando me pongo nostalgico,0
Cuando me abrazan,1
Cuando me siento totalmente estresado y no veo una solución clara.,5
Proyectos finales,4
"Primero analizar los casos, también ver el impacto que puede tener en otros y en mí. Y segundo es saber pensar de manera clara y objetiva.",3
Me siento frustrada y desesperada,2
Estás dos semanas no me he sentido así,0
"Al principio me preocupo, pero después busco una solución al problema.",2
"Aprobando exámenes, pasando tiempo libre e invirtiendo tiempo en mi",1
Últimamente al pensar en mi futuro,5
Suelo hacerle frente poco a poco.,3
En casi todo momento.,0
"Primero evaluar las repercusiones positivas o negativas de la misma, sopesar cuáles son mejores, y actuar conforme a ello",3
Abordarla de la forma más rápida posible,3
Cuando estoy con mi novio,1
Cuando no logró lo que me propongo,0
"La felicidad no es un momento preciso, ni una meta que alcanzar, la felicidad es el dia a día, los momentos y personas que te hacen feliz, pero solo tu eres responsable de tu felicidad, así que búscala a diario.",1
"Cuando termino un deber o tarea, cuando estoy en compañía de amigos o personas que aprecio.",1
"Dolor de cabeza, sueño",4
"Descontrol en partes de mi cuerpo, ya sean brazos, dedos. En pocas palabras, no controlo mis movimientos",4
Me salta mi ojo y me duele la cabeza,4
Si es un situación importante tiendo a buscar urgentemente una solución de lo contrario me lo tomo con calma,2
"Al principio suelo estresarme y tratar de ignorarlo, para después resignarme a enfrentar la situación",3
Cuando participé en el hackathon y tuve que dormir muy poco,0
Con preocupación,2
Cuando no me salen las cosas,0
"Cuando me debo levantar temprano para venir a la universidad, ya que uso el transporte que la misma proporciona",0
Depende de lo que haya que elegir pero generalmente: 1. Analizo el proposito de mi eleccion 2. Analizo las opciones 3. tomo en cuenta tanto lo logico como lo emocional y pienso en las consecuencias de mi eleccion,3
últimamente en ninguna,5
Mmm si son situaciones así de pequeñas como olvidar las llaves no le daría mucha importancia,2
"Cuando me molestan mientras estoy ocupada, si estoy hablando y no me prestan atencion, o cuando las cosas no me salen bien despues de varios intentos",0
Me tiemblan las manos y me como las uñas,4
"Cuando siento que las cosas se están volviendo demasiado para mí, al estar en situaciones incómodas y al hablar con o de personas con las que me causan conflicto emocional",5
Hacer lo que a uno le guste sin descuidar las obligaciones,1
"Comezón, ardor, dolor de cuerpo, dolor de cabeza, la vista cansada ...",4
Sensacion de cosquilleo en el pecho,4
un repentino momento en tu vida donde cuerpo y mente se sienten en calma.,1
Ansiedad,4
que no importa la situación donde estés siempre mantente alegre,1
"Mucho sudor, algunos temblores, ansiedad, picazón",4
Cuando estoy muy estresada,5
La felicidad es subjetiva la felicidad cada uno la busca y le da sentido a su propia vida,1
"Ocasionalmente me da un Tick en el ojo cuando estoy preocupado, también dejo de dormir por que sobre pienso mucho las cosas . Y puede que este de mal humor , ya que estoy pensando en como resolver esa situacIón y me empiezo a estresar.",4
Cuando llego de la uni y tengo que hacer mis quehaceres domésticos y hacer mis trabajos y tareas.,0
"Falta de aire, fatiga",4
Al interactuar con terceros,0
"Pensar en eso día y noche, revisar pros y contras, y posteriormente tomar la elección",3
Cuando estoy en el trabajo y pienso en las tareas que tengo que llegar a hacer.,0
RUPTURA,5
Ninguno,0
Todo el día,0
